				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	89.4231	92.3077	22.5040	
PARTITION (0,1)	78.8462	95.1923	22.6366	
PARTITION (1,0)	80.7692	95.1923	22.4666	
PARTITION (1,1)	84.6154	92.3077	22.6704	
PARTITION (2,0)	80.7692	91.3462	22.4066	
PARTITION (2,1)	87.5000	91.3462	22.5042	
PARTITION (3,0)	76.9231	92.3077	22.6232	
PARTITION (3,1)	82.6923	83.6538	22.4614	
PARTITION (4,0)	83.6538	94.2308	22.5928	
PARTITION (4,1)	85.5769	89.4231	22.6250	
MEAN			83.0769	91.7308	22.5491	
STDEV			3.6792	3.1950	0.0861	
