				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	85.5769	94.2308	22.5530	
PARTITION (0,1)	83.6538	94.2308	22.6922	
PARTITION (1,0)	77.8846	92.3077	22.6614	
PARTITION (1,1)	85.5769	92.3077	22.6566	
PARTITION (2,0)	82.6923	93.2692	22.5538	
PARTITION (2,1)	88.4615	92.3077	22.5842	
PARTITION (3,0)	78.8462	88.4615	22.5642	
PARTITION (3,1)	79.8077	91.3462	22.5670	
PARTITION (4,0)	82.6923	94.2308	22.5646	
PARTITION (4,1)	84.6154	90.3846	22.5324	
MEAN			82.9808	92.3077	22.5930	
STDEV			3.1614	1.7730	0.0524	
