				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	80.7692	90.3846	22.7465	
PARTITION (0,1)	82.6923	89.4231	22.6980	
PARTITION (1,0)	78.8462	96.1538	22.7412	
PARTITION (1,1)	83.6538	92.3077	22.7246	
PARTITION (2,0)	82.6923	90.3846	22.5136	
PARTITION (2,1)	80.7692	91.3462	22.6204	
PARTITION (3,0)	76.9231	87.5000	22.5666	
PARTITION (3,1)	78.8462	89.4231	22.5729	
PARTITION (4,0)	86.5385	86.5385	22.6074	
PARTITION (4,1)	76.9231	93.2692	23.0218	
MEAN			80.8654	90.6731	22.6813	
STDEV			2.9307	2.6524	0.1371	
