				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	78.8462	91.3462	22.5168	
PARTITION (0,1)	80.7692	85.5769	22.4148	
PARTITION (1,0)	81.7308	91.3462	22.5580	
PARTITION (1,1)	80.7692	89.4231	22.4800	
PARTITION (2,0)	81.7308	88.4615	22.5128	
PARTITION (2,1)	80.7692	91.3462	22.4756	
PARTITION (3,0)	77.8846	90.3846	22.4956	
PARTITION (3,1)	84.6154	88.4615	22.4643	
PARTITION (4,0)	85.5769	91.3462	22.4594	
PARTITION (4,1)	78.8462	95.1923	22.5746	
MEAN			81.1538	90.2885	22.4952	
STDEV			2.3237	2.4113	0.0452	
