				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	81.7308	87.5000	22.5198	
PARTITION (0,1)	84.6154	92.3077	22.7412	
PARTITION (1,0)	80.7692	85.5769	22.5636	
PARTITION (1,1)	75.0000	92.3077	22.5118	
PARTITION (2,0)	83.6538	93.2692	22.7837	
PARTITION (2,1)	83.6538	95.1923	22.5176	
PARTITION (3,0)	86.5385	95.1923	22.7687	
PARTITION (3,1)	86.5385	94.2308	23.0078	
PARTITION (4,0)	82.6923	95.1923	22.7024	
PARTITION (4,1)	82.6923	90.3846	22.7838	
MEAN			82.7885	92.1154	22.6901	
STDEV			3.1436	3.1834	0.1531	
