				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	87.5000	92.3077	22.6018	
PARTITION (0,1)	85.5769	95.1923	22.8278	
PARTITION (1,0)	79.8077	94.2308	22.6086	
PARTITION (1,1)	82.6923	89.4231	22.7386	
PARTITION (2,0)	86.5385	92.3077	22.5806	
PARTITION (2,1)	80.7692	93.2692	22.5656	
PARTITION (3,0)	80.7692	94.2308	22.5746	
PARTITION (3,1)	84.6154	93.2692	22.7060	
PARTITION (4,0)	82.6923	91.3462	22.5935	
PARTITION (4,1)	80.7692	92.3077	22.5106	
MEAN			83.1731	92.7885	22.6308	
STDEV			2.5889	1.5650	0.0914	
