				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	82.6923	88.4615	22.3970	
PARTITION (0,1)	75.0000	92.3077	22.4724	
PARTITION (1,0)	77.8846	92.3077	22.5128	
PARTITION (1,1)	82.6923	88.4615	22.5404	
PARTITION (2,0)	85.5769	89.4231	22.7020	
PARTITION (2,1)	84.6154	93.2692	22.5822	
PARTITION (3,0)	80.7692	89.4231	22.4448	
PARTITION (3,1)	83.6538	90.3846	22.4926	
PARTITION (4,0)	86.5385	92.3077	22.6254	
PARTITION (4,1)	84.6154	95.1923	22.6582	
MEAN			82.4038	91.1538	22.5428	
STDEV			3.4144	2.1415	0.0928	
