				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	89.4231	89.4231	22.5686	
PARTITION (0,1)	79.8077	96.1538	22.4529	
PARTITION (1,0)	80.7692	89.4231	22.4704	
PARTITION (1,1)	81.7308	86.5385	22.4514	
PARTITION (2,0)	77.8846	90.3846	22.3817	
PARTITION (2,1)	86.5385	89.4231	22.4374	
PARTITION (3,0)	84.6154	91.3462	22.4696	
PARTITION (3,1)	83.6538	92.3077	22.6532	
PARTITION (4,0)	81.7308	93.2692	22.8340	
PARTITION (4,1)	83.6538	91.3462	22.5396	
MEAN			82.9808	90.9615	22.5259	
STDEV			3.1906	2.4776	0.1263	
