				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	79.8077	86.5385	22.8146	
PARTITION (0,1)	80.7692	91.3462	22.5966	
PARTITION (1,0)	86.5385	91.3462	22.9766	
PARTITION (1,1)	83.6538	94.2308	22.8694	
PARTITION (2,0)	79.8077	90.3846	22.6928	
PARTITION (2,1)	80.7692	90.3846	22.7488	
PARTITION (3,0)	81.7308	94.2308	22.6758	
PARTITION (3,1)	83.6538	91.3462	22.6250	
PARTITION (4,0)	79.8077	92.3077	22.4844	
PARTITION (4,1)	80.7692	89.4231	22.6038	
MEAN			81.7308	91.1538	22.7088	
STDEV			2.1068	2.1415	0.1387	
