				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	82.6923	23.3376	93.2692	
PARTITION (0,1)	86.5385	22.8852	87.5000	
PARTITION (1,0)	82.6923	22.6668	93.2692	
PARTITION (1,1)	85.5769	22.6980	91.3462	
PARTITION (2,0)	80.7692	22.6356	87.5000	
PARTITION (2,1)	83.6538	22.6980	90.3846	
PARTITION (3,0)	85.5769	22.5888	90.3846	
PARTITION (3,1)	86.5385	22.7136	89.4231	
PARTITION (4,0)	82.6923	22.7136	93.2692	
PARTITION (4,1)	87.5000	22.6824	89.4231	
MEAN			84.4231	22.7620	90.5769	
STDEV			2.0976	0.2054	2.0979	
