				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.7747	95.8154	98.5965	
PARTITION (0,1)	95.7895	95.0198	98.5916	
PARTITION (1,0)	94.0141	95.7374	97.1930	
PARTITION (1,1)	95.4386	94.9574	97.1831	
PARTITION (2,0)	91.9014	95.7218	97.5439	
PARTITION (2,1)	95.7895	94.9418	96.8310	
PARTITION (3,0)	93.6620	95.6594	98.2456	
PARTITION (3,1)	93.6842	94.8482	98.2394	
PARTITION (4,0)	95.0704	95.6282	98.5965	
PARTITION (4,1)	97.1930	95.2382	98.2394	
MEAN			94.8317	95.3567	97.9260	
STDEV			1.4375	0.3711	0.6389	
