				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	84.3478	105.5654	86.5217	
PARTITION (0,1)	80.0000	105.6434	93.9130	
PARTITION (1,0)	85.6522	105.7058	87.3913	
PARTITION (1,1)	80.8696	105.7058	95.2174	
PARTITION (2,0)	83.4783	106.0178	88.6957	
PARTITION (2,1)	81.7391	105.6590	86.9565	
PARTITION (3,0)	78.2609	105.9866	86.0870	
PARTITION (3,1)	85.2174	105.6902	95.6522	
PARTITION (4,0)	82.6087	105.7370	87.8261	
PARTITION (4,1)	80.0000	107.2502	88.6957	
MEAN			82.2174	105.8961	89.6957	
STDEV			2.3370	0.4729	3.5378	
