				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.7747	10.5612	97.1930	
PARTITION (0,1)	94.7368	4.2900	97.1831	
PARTITION (1,0)	95.0704	6.5364	96.1404	
PARTITION (1,1)	94.0351	4.0716	96.1268	
PARTITION (2,0)	94.0141	3.9000	96.8421	
PARTITION (2,1)	95.0877	5.9124	95.7747	
PARTITION (3,0)	95.0704	3.9000	96.8421	
PARTITION (3,1)	95.4386	3.8688	96.4789	
PARTITION (4,0)	96.8310	4.8672	97.5439	
PARTITION (4,1)	96.8421	4.8516	97.1831	
MEAN			95.2901	5.2759	96.7308	
STDEV			0.9328	1.9612	0.5475	
