				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	79.8077	22.8852	93.2692	
PARTITION (0,1)	86.5385	22.8228	88.4615	
PARTITION (1,0)	81.7308	23.0256	93.2692	
PARTITION (1,1)	82.6923	22.9320	93.2692	
PARTITION (2,0)	82.6923	23.0880	89.4231	
PARTITION (2,1)	78.8462	22.9944	89.4231	
PARTITION (3,0)	82.6923	22.9320	92.3077	
PARTITION (3,1)	89.4231	23.1192	89.4231	
PARTITION (4,0)	83.6538	22.9944	94.2308	
PARTITION (4,1)	85.5769	22.9164	90.3846	
MEAN			83.3654	22.9710	91.3462	
STDEV			2.9808	0.0866	2.0170	
