				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	82.1739	105.1598	87.3913	
PARTITION (0,1)	81.7391	105.2534	93.4783	
PARTITION (1,0)	84.7826	105.1130	86.5217	
PARTITION (1,1)	81.3043	105.6590	93.0435	
PARTITION (2,0)	82.6087	105.5810	91.3043	
PARTITION (2,1)	81.7391	105.2378	90.4348	
PARTITION (3,0)	82.1739	104.5514	90.8696	
PARTITION (3,1)	82.6087	104.0834	90.0000	
PARTITION (4,0)	85.2174	104.2706	91.3043	
PARTITION (4,1)	83.9130	104.6606	90.0000	
MEAN			82.8261	104.9570	90.4348	
STDEV			1.2786	0.5097	2.0668	
