				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	77.8846	22.8384	93.2692	
PARTITION (0,1)	83.6538	22.9008	80.7692	
PARTITION (1,0)	78.8462	22.9008	84.6154	
PARTITION (1,1)	84.6154	22.9320	85.5769	
PARTITION (2,0)	78.8462	22.9008	87.5000	
PARTITION (2,1)	79.8077	22.9320	87.5000	
PARTITION (3,0)	84.6154	22.8852	90.3846	
PARTITION (3,1)	82.6923	22.9632	90.3846	
PARTITION (4,0)	80.7692	22.9008	86.5385	
PARTITION (4,1)	86.5385	22.9632	85.5769	
MEAN			81.8269	22.9118	87.2115	
STDEV			2.8346	0.0358	3.3323	
