				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.1268	7545.7136	97.8947	
PARTITION (0,1)	96.1404	94.7702	97.1831	
PARTITION (1,0)	95.4225	94.3334	96.1404	
PARTITION (1,1)	95.0877	97.3914	96.8310	
PARTITION (2,0)	92.2535	97.2536	97.1930	
PARTITION (2,1)	95.7895	93.6998	95.0704	
PARTITION (3,0)	94.3662	94.6568	96.8421	
PARTITION (3,1)	95.0877	93.9122	96.4789	
PARTITION (4,0)	96.1268	94.5518	98.2456	
PARTITION (4,1)	97.1930	93.7874	97.8873	
MEAN			95.3594	840.0070	96.9766	
STDEV			1.2698	2235.2358	0.8943	
