				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.8310	94.1462	98.5965	
PARTITION (0,1)	95.7895	93.3506	98.2394	
PARTITION (1,0)	93.6620	94.2866	96.8421	
PARTITION (1,1)	92.9825	93.2102	95.4225	
PARTITION (2,0)	94.0141	93.9122	96.4912	
PARTITION (2,1)	96.1404	93.3818	95.0704	
PARTITION (3,0)	94.3662	93.9278	96.1404	
PARTITION (3,1)	95.4386	93.1010	96.4789	
PARTITION (4,0)	95.7747	93.8966	97.8947	
PARTITION (4,1)	96.4912	93.3350	96.8310	
MEAN			95.1490	93.6548	96.8007	
STDEV			1.2366	0.4014	1.0969	
