				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	86.0870	106.8430	93.4783	
PARTITION (0,1)	79.5652	107.0974	92.6087	
PARTITION (1,0)	86.5217	107.2490	89.1304	
PARTITION (1,1)	81.7391	107.2648	93.0435	
PARTITION (2,0)	82.6087	108.2056	93.0435	
PARTITION (2,1)	83.9130	107.1090	94.7826	
PARTITION (3,0)	80.4348	107.4694	93.9130	
PARTITION (3,1)	84.7826	107.0806	90.8696	
PARTITION (4,0)	84.7826	107.1930	90.8696	
PARTITION (4,1)	83.4783	107.7102	89.5652	
MEAN			83.3913	107.3222	92.1304	
STDEV			2.1896	0.3698	1.8079	
