				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	83.6538	88.4615	23.3529	
PARTITION (0,1)	85.5769	92.3077	23.2875	
PARTITION (1,0)	81.7308	96.1538	23.3613	
PARTITION (1,1)	81.7308	88.4615	23.3003	
PARTITION (2,0)	79.8077	88.4615	23.4239	
PARTITION (2,1)	83.6538	89.4231	23.3523	
PARTITION (3,0)	85.5769	92.3077	23.3763	
PARTITION (3,1)	82.6923	91.3462	23.1543	
PARTITION (4,0)	77.8846	92.3077	23.3663	
PARTITION (4,1)	83.6538	89.4231	23.3613	
MEAN			82.5962	90.8654	23.3337	
STDEV			2.2936	2.3649	0.0699	
