				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	92.9577	96.1404	0.0000	
PARTITION (0,1)	97.1930	92.6056	0.0000	
PARTITION (1,0)	96.1268	92.9825	0.0000	
PARTITION (1,1)	94.7368	95.0704	0.0000	
PARTITION (2,0)	96.8310	94.0351	0.0000	
PARTITION (2,1)	93.3333	94.7183	0.0000	
PARTITION (3,0)	96.1268	95.0877	0.0000	
PARTITION (3,1)	94.3860	96.1268	0.0000	
PARTITION (4,0)	94.3662	95.0877	0.0000	
PARTITION (4,1)	95.7895	95.4225	0.0000	
MEAN			95.1847	94.7277	0.0000	
STDEV			1.3700	1.1332	0.0000	
