				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	83.9130	79.5652	0.0070	
PARTITION (0,1)	79.5652	83.9130	0.0060	
PARTITION (1,0)	81.7391	82.1739	0.0070	
PARTITION (1,1)	82.1739	81.7391	0.0070	
PARTITION (2,0)	84.3478	80.4348	0.0070	
PARTITION (2,1)	80.4348	84.3478	0.0070	
PARTITION (3,0)	83.4783	85.2174	0.0070	
PARTITION (3,1)	85.2174	83.4783	0.0080	
PARTITION (4,0)	83.9130	82.6087	0.0070	
PARTITION (4,1)	82.6087	83.9130	0.0070	
MEAN			82.7391	82.7391	0.0070	
STDEV			1.6959	1.6959	0.0004	
