				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	84.6154	90.3846	22.7363	
PARTITION (0,1)	80.7692	90.3846	22.7823	
PARTITION (1,0)	82.6923	95.1923	22.6943	
PARTITION (1,1)	87.5000	89.4231	22.9649	
PARTITION (2,0)	80.7692	91.3462	22.6963	
PARTITION (2,1)	85.5769	88.4615	22.7759	
PARTITION (3,0)	86.5385	93.2692	22.8029	
PARTITION (3,1)	79.8077	94.2308	23.7456	
PARTITION (4,0)	75.9615	89.4231	24.2060	
PARTITION (4,1)	78.8462	92.3077	24.5284	
MEAN			82.3077	91.4423	23.1933	
STDEV			3.5250	2.1264	0.6607	
