				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	83.6538	89.4231	22.8395	
PARTITION (0,1)	77.8846	91.3462	23.0273	
PARTITION (1,0)	84.6154	93.2692	22.8763	
PARTITION (1,1)	83.6538	89.4231	22.7035	
PARTITION (2,0)	82.6923	92.3077	22.8979	
PARTITION (2,1)	84.6154	90.3846	23.0551	
PARTITION (3,0)	77.8846	91.3462	22.9103	
PARTITION (3,1)	86.5385	91.3462	22.9183	
PARTITION (4,0)	80.7692	88.4615	22.8095	
PARTITION (4,1)	80.7692	92.3077	22.8733	
MEAN			82.3077	90.9615	22.8911	
STDEV			2.7601	1.4389	0.0954	
