				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	80.7692	93.2692	22.6541	
PARTITION (0,1)	88.4615	88.4615	22.6795	
PARTITION (1,0)	79.8077	96.1538	22.5493	
PARTITION (1,1)	87.5000	87.5000	22.7161	
PARTITION (2,0)	76.9231	90.3846	22.6753	
PARTITION (2,1)	81.7308	88.4615	22.6257	
PARTITION (3,0)	80.7692	90.3846	22.6579	
PARTITION (3,1)	79.8077	97.1154	22.6413	
PARTITION (4,0)	83.6538	89.4231	22.7225	
PARTITION (4,1)	79.8077	91.3462	22.7219	
MEAN			81.9231	91.2500	22.6644	
STDEV			3.4347	3.1144	0.0494	
