				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	82.6923	92.3077	2.0701	
PARTITION (0,1)	82.6923	90.3846	3.5342	
PARTITION (1,0)	85.5769	93.2692	1.9031	
PARTITION (1,1)	84.6154	88.4615	1.9541	
PARTITION (2,0)	82.6923	90.3846	2.3271	
PARTITION (2,1)	80.7692	92.3077	2.3041	
PARTITION (3,0)	81.7308	93.2692	4.1974	
PARTITION (3,1)	84.6154	92.3077	2.0521	
PARTITION (4,0)	76.9231	93.2692	2.5981	
PARTITION (4,1)	81.7308	89.4231	2.5281	
MEAN			82.4038	91.5385	2.5469	
STDEV			2.3177	1.6539	0.7104	
