				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	86.0870	93.4783	111.4264	
PARTITION (0,1)	81.3043	91.3043	111.0203	
PARTITION (1,0)	82.1739	93.0435	111.7440	
PARTITION (1,1)	82.1739	92.6087	111.2272	
PARTITION (2,0)	89.1304	91.7391	111.2998	
PARTITION (2,1)	78.6957	93.9130	111.3490	
PARTITION (3,0)	82.1739	93.9130	111.4744	
PARTITION (3,1)	85.6522	90.0000	111.0379	
PARTITION (4,0)	84.7826	93.4783	111.2814	
PARTITION (4,1)	83.0435	93.4783	111.6842	
MEAN			83.5217	92.6957	111.3544	
STDEV			2.7936	1.2263	0.2253	
