				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	84.7826	77.8261	0.0000	
PARTITION (0,1)	76.5217	82.6087	0.0000	
PARTITION (1,0)	83.9130	82.6087	0.0000	
PARTITION (1,1)	83.9130	80.4348	0.0000	
PARTITION (2,0)	84.7826	82.1739	0.0000	
PARTITION (2,1)	81.3043	84.7826	0.0000	
PARTITION (3,0)	80.8696	85.6522	0.0000	
PARTITION (3,1)	86.5217	83.4783	0.0000	
PARTITION (4,0)	81.7391	86.0870	0.0000	
PARTITION (4,1)	86.5217	81.7391	0.0000	
MEAN			83.0870	82.7391	0.0000	
STDEV			2.8935	2.3501	0.0000	
