				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	96.4789	96.4912	0.0110	
PARTITION (0,1)	95.7895	94.7183	0.0130	
PARTITION (1,0)	97.1831	94.0351	0.0120	
PARTITION (1,1)	95.4386	96.4789	0.0120	
PARTITION (2,0)	97.1831	95.4386	0.0120	
PARTITION (2,1)	95.4386	95.7747	0.0130	
PARTITION (3,0)	95.7747	95.7895	0.0110	
PARTITION (3,1)	95.7895	95.0704	0.0110	
PARTITION (4,0)	94.3662	95.0877	0.0110	
PARTITION (4,1)	94.3860	95.4225	0.0120	
MEAN			95.7828	95.4307	0.0118	
STDEV			0.9276	0.7194	0.0007	
