				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	78.8462	92.3077	23.2621	
PARTITION (0,1)	90.3846	87.5000	23.2483	
PARTITION (1,0)	78.8462	93.2692	23.1825	
PARTITION (1,1)	83.6538	85.5769	23.3249	
PARTITION (2,0)	77.8846	90.3846	23.3445	
PARTITION (2,1)	83.6538	87.5000	23.3053	
PARTITION (3,0)	83.6538	88.4615	23.4369	
PARTITION (3,1)	80.7692	93.2692	23.2417	
PARTITION (4,0)	86.5385	90.3846	23.4609	
PARTITION (4,1)	84.6154	88.4615	23.1943	
MEAN			82.8846	89.7115	23.3002	
STDEV			3.6942	2.5094	0.0891	
