				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	86.5385	94.2308	23.6055	
PARTITION (0,1)	84.6154	91.3462	23.6536	
PARTITION (1,0)	84.6154	90.3846	23.5427	
PARTITION (1,1)	76.9231	95.1923	23.5515	
PARTITION (2,0)	79.8077	94.2308	23.5467	
PARTITION (2,1)	76.9231	89.4231	23.4453	
PARTITION (3,0)	83.6538	97.1154	23.4775	
PARTITION (3,1)	86.5385	91.3462	23.6065	
PARTITION (4,0)	71.1538	93.2692	23.5909	
PARTITION (4,1)	85.5769	91.3462	23.6410	
MEAN			81.6346	92.7885	23.5661	
STDEV			4.9301	2.2855	0.0644	
