				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	95.4225	98.2456	97.0297	
PARTITION (0,1)	94.7368	97.8873	96.6573	
PARTITION (1,0)	94.7183	97.1930	96.9759	
PARTITION (1,1)	95.4386	96.1268	96.0977	
PARTITION (2,0)	93.3099	97.5439	96.3351	
PARTITION (2,1)	93.6842	97.1831	96.6415	
PARTITION (3,0)	96.8310	96.4912	96.8017	
PARTITION (3,1)	94.0351	97.8873	96.5009	
PARTITION (4,0)	95.0704	96.8421	96.7475	
PARTITION (4,1)	94.7368	96.8310	95.6043	
MEAN			94.7984	97.2231	96.5392	
STDEV			0.9515	0.6381	0.4098	
