				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	94.3662	96.1404	0.0000	
PARTITION (0,1)	96.1404	94.3662	0.0156	
PARTITION (1,0)	94.3662	95.0877	0.0156	
PARTITION (1,1)	95.0877	94.3662	0.0000	
PARTITION (2,0)	94.3662	96.4912	0.0000	
PARTITION (2,1)	96.4912	94.3662	0.0000	
PARTITION (3,0)	94.7183	94.7368	0.0156	
PARTITION (3,1)	94.7368	94.7183	0.0156	
PARTITION (4,0)	95.0704	96.4912	0.0000	
PARTITION (4,1)	96.4912	95.0704	0.0000	
MEAN			95.1835	95.1835	0.0062	
STDEV			0.8238	0.8238	0.0076	
