				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	92.6056	98.9474	95.9525	
PARTITION (0,1)	97.8947	97.5352	95.3694	
PARTITION (1,0)	94.0141	97.5439	95.6716	
PARTITION (1,1)	95.7895	97.1831	94.8182	
PARTITION (2,0)	94.0141	98.9474	95.5535	
PARTITION (2,1)	94.3860	97.1831	95.2246	
PARTITION (3,0)	95.0704	97.5439	95.5511	
PARTITION (3,1)	95.0877	97.5352	95.0740	
PARTITION (4,0)	94.7183	98.5965	95.4292	
PARTITION (4,1)	95.7895	98.2394	94.9768	
MEAN			94.9370	97.9255	95.3621	
STDEV			1.3317	0.6585	0.3248	
