				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	82.1739	92.1739	107.3615	
PARTITION (0,1)	85.2174	83.9130	107.4851	
PARTITION (1,0)	83.0435	93.0435	107.4587	
PARTITION (1,1)	83.0435	85.6522	106.6133	
PARTITION (2,0)	83.4783	92.1739	106.5643	
PARTITION (2,1)	81.7391	88.6957	107.2303	
PARTITION (3,0)	82.1739	86.9565	107.3263	
PARTITION (3,1)	85.2174	92.1739	107.2963	
PARTITION (4,0)	84.3478	83.4783	108.2712	
PARTITION (4,1)	83.0435	88.2609	105.7914	
MEAN			83.3478	88.6522	107.1399	
STDEV			1.1678	3.4314	0.6366	
