				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	87.5000	84.6154	23.1145	
PARTITION (0,1)	80.7692	92.3077	23.2005	
PARTITION (1,0)	87.5000	87.5000	23.0669	
PARTITION (1,1)	85.5769	86.5385	23.1315	
PARTITION (2,0)	85.5769	84.6154	23.1621	
PARTITION (2,1)	82.6923	85.5769	23.1861	
PARTITION (3,0)	81.7308	83.6538	23.1145	
PARTITION (3,1)	77.8846	87.5000	22.9795	
PARTITION (4,0)	82.6923	86.5385	23.1665	
PARTITION (4,1)	75.0000	85.5769	22.9913	
MEAN			82.6923	86.4423	23.1114	
STDEV			3.8701	2.2935	0.0733	
