				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	93.4783	87.3913	112.1298	
PARTITION (0,1)	80.4348	95.2174	111.9780	
PARTITION (1,0)	86.9565	92.6087	111.7612	
PARTITION (1,1)	79.1304	96.0870	111.7688	
PARTITION (2,0)	87.8261	93.4783	112.0486	
PARTITION (2,1)	82.1739	94.7826	112.0008	
PARTITION (3,0)	83.4783	92.6087	111.7048	
PARTITION (3,1)	84.3478	92.1739	112.3324	
PARTITION (4,0)	83.4783	93.9130	111.7688	
PARTITION (4,1)	84.7826	91.3043	111.8576	
MEAN			84.6087	92.9565	111.9351	
STDEV			3.8800	2.3237	0.1849	
