				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	80.4348	86.9565	0.0000	
PARTITION (0,1)	86.9565	80.4348	0.0000	
PARTITION (1,0)	83.4783	82.1739	0.0000	
PARTITION (1,1)	82.1739	83.4783	0.0000	
PARTITION (2,0)	82.6087	76.9565	0.0000	
PARTITION (2,1)	76.9565	82.6087	0.0000	
PARTITION (3,0)	83.4783	83.9130	0.0000	
PARTITION (3,1)	83.9130	83.4783	0.0000	
PARTITION (4,0)	86.0870	80.8696	0.0000	
PARTITION (4,1)	80.8696	86.0870	0.0156	
MEAN			82.6957	82.6957	0.0016	
STDEV			2.7207	2.7207	0.0047	
