				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	96.1268	97.8947	99.2251	
PARTITION (0,1)	94.0351	98.2394	98.7042	
PARTITION (1,0)	94.3662	97.5439	98.7042	
PARTITION (1,1)	95.0877	96.4789	98.4828	
PARTITION (2,0)	93.3099	98.5965	98.6850	
PARTITION (2,1)	93.3333	97.1831	98.3778	
PARTITION (3,0)	95.0704	96.4912	99.3375	
PARTITION (3,1)	93.6842	98.9437	98.8236	
PARTITION (4,0)	93.6620	97.8947	99.3611	
PARTITION (4,1)	95.0877	97.5352	97.6684	
MEAN			94.3763	97.6801	98.7370	
STDEV			0.8883	0.7737	0.4841	
