				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	90.8696	90.8696	106.3259	
PARTITION (0,1)	79.1304	90.8696	105.6664	
PARTITION (1,0)	87.8261	83.0435	106.1312	
PARTITION (1,1)	78.6957	90.4348	105.6700	
PARTITION (2,0)	86.5217	90.8696	105.8104	
PARTITION (2,1)	80.4348	89.1304	107.0621	
PARTITION (3,0)	83.9130	85.6522	105.6962	
PARTITION (3,1)	81.3043	93.4783	105.1596	
PARTITION (4,0)	79.5652	87.3913	105.6830	
PARTITION (4,1)	86.0870	85.2174	105.4422	
MEAN			83.4348	88.6957	105.8647	
STDEV			4.0106	3.0866	0.5049	
