				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	92.6056	97.8947	95.2724	
PARTITION (0,1)	95.0877	94.3662	94.2636	
PARTITION (1,0)	94.7183	95.4386	94.7876	
PARTITION (1,1)	94.7368	95.7747	93.9036	
PARTITION (2,0)	94.7183	96.4912	94.6326	
PARTITION (2,1)	95.0877	94.3662	94.1290	
PARTITION (3,0)	93.6620	95.4386	94.7688	
PARTITION (3,1)	95.0877	94.0141	95.1682	
PARTITION (4,0)	93.6620	97.1930	96.0937	
PARTITION (4,1)	94.0351	97.1831	95.2192	
MEAN			94.3401	95.8160	94.8239	
STDEV			0.7831	1.2755	0.6140	
