				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	94.3662	98.9474	94.6506	
PARTITION (0,1)	96.1404	96.4789	94.0826	
PARTITION (1,0)	94.0141	97.5439	94.5840	
PARTITION (1,1)	93.6842	97.5352	93.5399	
PARTITION (2,0)	91.5493	99.2982	94.1110	
PARTITION (2,1)	96.4912	96.4789	93.5363	
PARTITION (3,0)	95.7747	97.5439	94.5728	
PARTITION (3,1)	95.4386	97.5352	93.7635	
PARTITION (4,0)	92.2535	98.9474	94.8340	
PARTITION (4,1)	95.4386	97.5352	93.7759	
MEAN			94.5151	97.7844	94.1451	
STDEV			1.5718	0.9328	0.4625	
