				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	81.7308	93.2692	22.8503	
PARTITION (0,1)	83.6538	90.3846	23.0279	
PARTITION (1,0)	83.6538	91.3462	22.8545	
PARTITION (1,1)	79.8077	93.2692	23.0923	
PARTITION (2,0)	80.7692	91.3462	22.8829	
PARTITION (2,1)	80.7692	88.4615	22.9295	
PARTITION (3,0)	83.6538	95.1923	23.1795	
PARTITION (3,1)	89.4231	91.3462	23.0223	
PARTITION (4,0)	76.9231	96.1538	23.0841	
PARTITION (4,1)	86.5385	91.3462	22.9731	
MEAN			82.6923	92.2115	22.9897	
STDEV			3.3586	2.1696	0.1054	
